#x,y,z
1.000000,0.000000,0.000000
1.000000,-0.200000,0.000000
1.000000,-0.400000,0.000000
1.000000,-0.600000,0.000000
1.000000,-0.800000,0.000000
1.000000,0.000000,0.200000
1.000000,-0.200000,0.200000
1.000000,-0.400000,0.200000
1.000000,-0.600000,0.200000
1.000000,-0.800000,0.200000
1.000000,0.000000,0.400000
1.000000,-0.200000,0.400000
1.000000,-0.400000,0.400000
1.000000,-0.600000,0.400000
1.000000,-0.800000,0.400000
1.000000,0.000000,0.600000
1.000000,-0.200000,0.600000
1.000000,-0.400000,0.600000
1.000000,-0.600000,0.600000
1.000000,-0.800000,0.600000
1.000000,0.000000,0.800000
1.000000,-0.200000,0.800000
1.000000,-0.400000,0.800000
1.000000,-0.600000,0.800000
1.000000,-0.800000,0.800000
